title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,official_idx,official
Laptop HP 240 G10 i3 N305/8GB/256GB/14'' FHD/Win11,9.490.000 ₫,https://www.lazada.vn/products/laptop-hp-240-g10-i3-n3058gb256gb14-fhdwin11-i2618044890.html,36,36,21% Off,Hồ Chí Minh,lazada,36,Official
"Laptop HP 245 G10 R5-7520U/8GB/256GB/14""FHD/Win11 (9H8X8PT)",10.790.000 ₫,https://www.lazada.vn/products/laptop-hp-245-g10-r5-7520u8gb256gb14fhdwin11-9h8x8pt-i2589443483.html,37,37,19% Off,Hồ Chí Minh,lazada,37,Official
"Laptop Lenovo Gaming LOQ - 15IAX9 i5 12450HX/AI/16GB/512GB/15.6""FHD/RTX2050 4GB/Win11",19.290.000 ₫,https://www.lazada.vn/products/laptop-lenovo-gaming-loq-15iax9-i5-12450hxai16gb512gb156fhdrtx2050-4gbwin11-i2565993716.html,38,38,10% Off,Hồ Chí Minh,lazada,38,Official
Laptop Asus Vivobook A1505VA-L1114W (i5-13500H) (Đen) - Bảo hành 24 tháng,19.789.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1505va-l1114w-i5-13500h-den-bao-hanh-24-thang-i2627142126.html,39,39,6% Off,Hồ Chí Minh,lazada,39,Official
"Laptop MSI Modern 14 C7M-220VN R5 7530U/8GB/512GB/14""FHD/Win 11",10.490.000 ₫,https://www.lazada.vn/products/laptop-msi-modern-14-c7m-220vn-r5-7530u8gb512gb14fhdwin-11-i2398275214.html,40,40,13% Off,Hồ Chí Minh,lazada,40,Official
"Laptop Dell E6540/ i7-4800MQ/ Ram 8GB/ HDD 500GB/ màn hình 15.6 Full HD, cam kết sản phẩm đúng mô tả, chất lượng đảm bảo",14.760.000 ₫,https://www.lazada.vn/products/laptop-dell-e6540-i7-4800mq-ram-8gb-hdd-500gb-man-hinh-156-full-hd-cam-ket-san-pham-dung-mo-ta-chat-luong-dam-bao-i991152556.html,1,1,,Hà Nội,lazada,1,
Laptop HP Victus 16-e1107AX (7C140PA) (AMD Ryzen 5 6600H) (Đen) - Bảo hành 12 tháng,19.789.000 ₫,https://www.lazada.vn/products/laptop-hp-victus-16-e1107ax-7c140pa-amd-ryzen-5-6600h-den-bao-hanh-12-thang-i2312144094.html,2,2,22% Off,"123 Đã bán
(52)
Hồ Chí Minh",lazada,2,Official
Laptop MSI Cyborg 15 A12VF-267VN (i7-12650H) (Đen) - Bảo hành 24 tháng,28.149.000 ₫,https://www.lazada.vn/products/laptop-msi-cyborg-15-a12vf-267vn-i7-12650h-den-bao-hanh-24-thang-i2607829572.html,3,3,8% Off,Hồ Chí Minh,lazada,3,Official
"[Voucher Giảm 15% Max 2Tr500]Laptop HP 15s fq2712TU 7C0X2PA/ core i3 1115G4/8GB/256GB/15.6""FHD/Win 11",9.490.000 ₫,https://www.lazada.vn/products/voucher-giam-15-max-2tr500laptop-hp-15s-fq2712tu-7c0x2pa-core-i3-1115g48gb256gb156fhdwin-11-i2198255434.html,4,4,42% Off,"8 Đã bán
(3)
Hà Nội",lazada,4,Official
Laptop HP Elitebook 820 G3 core i3-6100U laptop cơ bản dùng trong học tập giải trí,2.700.000 ₫,https://www.lazada.vn/products/laptop-hp-elitebook-820-g3-core-i3-6100u-laptop-co-ban-dung-trong-hoc-tap-giai-tri-i2498985487.html,5,5,36% Off,"(2)
Hồ Chí Minh",lazada,5,
Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-52SP (i5-12500H) (NH.QFHSV.001) (Đen) - Bảo hành 12 tháng,22.099.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-52sp-i5-12500h-nhqfhsv001-den-bao-hanh-12-thang-i2413443257.html,6,6,25% Off,Hồ Chí Minh,lazada,6,Official
Laptop Asus Vivobook A1505VA-L1201W (i9-13900H) (Bạc) - Bảo hành 24 tháng,24.189.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1505va-l1201w-i9-13900h-bac-bao-hanh-24-thang-i2328231524.html,7,7,3% Off,Hồ Chí Minh,lazada,7,Official
Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-5935 (i5-12450H) (Đen) - Bảo hành 12 tháng,28.589.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-5935-i5-12450h-den-bao-hanh-12-thang-i2413637832.html,8,8,,Hồ Chí Minh,lazada,8,Official
HP Victus 15 fa0115TX (7C0X1PA) | Intel® Alder Lake Core™ i5 _ 12500H | 8GB | 512GB SSD PCIe | GeForce RTX™ 3050 with 4GB GDDR6 | Win 11 | 15.6 inch Full HD IPS 144Hz | LED KEY,17.950.000 ₫,https://www.lazada.vn/products/hp-victus-15-fa0115tx-7c0x1pa-intel-alder-lake-core-i5-_-12500h-8gb-512gb-ssd-pcie-geforce-rtx-3050-with-4gb-gddr6-win-11-156-inch-full-hd-ips-144hz-led-key-i2306104716.html,9,9,,Hồ Chí Minh,lazada,9,Official
Laptop HP 14s-em0078AU R5-7520U/8GB/ 512GB/14''FHD/Win11_80R28PA,12.590.000 ₫,https://www.lazada.vn/products/laptop-hp-14s-em0078au-r5-7520u8gb-512gb14fhdwin11_80r28pa-i2260969049.html,10,10,11% Off,Hồ Chí Minh,lazada,10,Official
Laptop HP Gaming Victus 16-e1107AX 7C140PA (Ryzen 5 6600H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Performance Blue/ Vỏ nhựa),23.490.000 ₫,https://www.lazada.vn/products/laptop-hp-gaming-victus-16-e1107ax-7c140pa-ryzen-5-6600h-8gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-161inch-fhd-windows-11-home-performance-blue-vo-nhua-i2219150867.html,11,11,,"7 Đã bán
Hà Nội",lazada,11,Official
Laptop Dell Latitude E6440 Core i5-4300M/ Ram 8Gb/ SSD 256Gb/ 14 inch - USA Hợp kim Magie,3.285.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e6440-core-i5-4300m-ram-8gb-ssd-256gb-14-inch-usa-hop-kim-magie-i1632119944.html,12,12,,Thái Bình,lazada,12,
Laptop Dell Precision 7530 Core i7-8850H | RAM 16G | SSD 512G | Màn 15' FHD Máy Mỹ Đẹp 99%,11.900.000 ₫,https://www.lazada.vn/products/laptop-dell-precision-7530-core-i7-8850h-ram-16g-ssd-512g-man-15-fhd-may-my-dep-99-i2015249417.html,13,13,,Hồ Chí Minh,lazada,13,
"Thanh lý Laptop Asus Notebook X551C, Giá bán 1,5 triệu",1.500.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-asus-notebook-x551c-gia-ban-15-trieu-i2347757990.html,14,14,,Tiền Giang,lazada,14,
"[Trả góp]Laptop HP 15s-fq2712TU,Core i3-1115G4,8GB RAM,256GB SSD,Intel Graphics,15.6""FHD,Win11 Home 64,Silver,1Y_7C0X2PA - Hàng chính hãng - Bảo hành 1 năm",11.680.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-15s-fq2712tucore-i3-1115g48gb-ram256gb-ssdintel-graphics156fhdwin11-home-64silver1y_7c0x2pa-hang-chinh-hang-bao-hanh-1-nam-i2134348156.html,15,15,8% Off,Hồ Chí Minh,lazada,15,Official
"[Trả góp]Laptop HP Pavilion 14-dv2069TU,Core i3-1215U,8GB RAM,256GB SSD,Intel Graphics,14""FHD,Win11 Home 64,Gold,1Y_7C0P1PA - Hàng Chính Hãng - Bảo Hành 12 Tháng",13.850.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-pavilion-14-dv2069tucore-i3-1215u8gb-ram256gb-ssdintel-graphics14fhdwin11-home-64gold1y_7c0p1pa-hang-chinh-hang-bao-hanh-12-thang-i2134467593.html,16,16,9% Off,Hồ Chí Minh,lazada,16,Official
"Laptop Asus Vivobook 16 X1605ZA-MB193W i3 1215U/8GB/512GB/16"" WUXGA/WIn11",10.190.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-16-x1605za-mb193w-i3-1215u8gb512gb16-wuxgawin11-i2304490188.html,17,17,17% Off,Hồ Chí Minh,lazada,17,Official
"Laptop Sony Vaio VJPF11 intel Core i5-8250U, 8gb ram, 256gb SSD, màn Full HD IPS 11inch, nhập nhật màu trắng siêu đẹp",4.531.918 ₫,https://www.lazada.vn/products/laptop-sony-vaio-vjpf11-intel-core-i5-8250u-8gb-ram-256gb-ssd-man-full-hd-ips-11inch-nhap-nhat-mau-trang-sieu-dep-i2479973063.html,18,18,9% Off,"(1)
Hưng Yên",lazada,18,
máy tinh laptop sach tay cũ,1.499.999 ₫,https://www.lazada.vn/products/may-tinh-laptop-sach-tay-cu-i1249474129.html,19,19,,"101 Đã bán
(29)
Hưng Yên",lazada,19,
Laptop HP 240 G9 i3-1215U/8GB/256GB/Win11 (6L1X7PA),9.490.000 ₫,https://www.lazada.vn/products/laptop-hp-240-g9-i3-1215u8gb256gbwin11-6l1x7pa-i2493249031.html,20,20,32% Off,Hồ Chí Minh,lazada,20,Official
Laptop Asus Vivobook M3504YA-L128W R5 7530U/16GB/512GB/15.6''OLED/Win11,15.490.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-m3504ya-l128w-r5-7530u16gb512gb156oledwin11-i2398198508.html,21,21,18% Off,Hồ Chí Minh,lazada,21,Official
"Laptop Dell Vostro V3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://www.lazada.vn/products/laptop-dell-vostro-v3520-i5-1235u16gb512gb156fhdwin11office-hs21-i2607836321.html,22,22,3% Off,Hồ Chí Minh,lazada,22,Official
Laptop Lenovo IdeaPad Gaming 3 15ACH6 82K200T1VN R7 5800H| 8GB| 512GB| RTX 3050| Win 11,25.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-gaming-3-15ach6-82k200t1vn-r7-5800h-8gb-512gb-rtx-3050-win-11-i1797101250.html,23,23,,"6 Đã bán
(1)
Hồ Chí Minh",lazada,23,Official
"Laptop Lenovo Ideapad 1 - 14ALC7 R7 5700U/16GB/512GB/14.0"" FHD/Win 11",12.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-1-14alc7-r7-5700u16gb512gb140-fhdwin-11-i2590878694.html,24,24,7% Off,Hồ Chí Minh,lazada,24,Official
Laptop Asus TUF Gaming FX506HF-HN017W i5 11400H/16GB/512GB/GeForce RTX 2050 4GB/Win11,17.490.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-fx506hf-hn017w-i5-11400h16gb512gbgeforce-rtx-2050-4gbwin11-i2260898395.html,25,25,13% Off,Hồ Chí Minh,lazada,25,Official
"Laptop Asus Vivobook X1404ZA-NK387W i3 1215U/8GB/512GB/14"" FHD/Win11",9.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-x1404za-nk387w-i3-1215u8gb512gb14-fhdwin11-i2564956438.html,26,26,17% Off,Hồ Chí Minh,lazada,26,Official
"Laptop NEC Lavie NS150 N4000U, 8gb ram, 256gb SSD, 15.6inch HD siêu đẹp",2.200.000 ₫,https://www.lazada.vn/products/laptop-nec-lavie-ns150-n4000u-8gb-ram-256gb-ssd-156inch-hd-sieu-dep-i2254946937.html,27,27,,Hưng Yên,lazada,27,
"Laptop Lenovo Gaming Legion 5 Pro 16ARH7H R7 6800H/16GB/512GB/16""/Nvidia RTX 3060 6GB/Win 11",46.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-gaming-legion-5-pro-16arh7h-r7-6800h16gb512gb16nvidia-rtx-3060-6gbwin-11-i2410846713.html,28,28,,"36 Đã bán
Hồ Chí Minh",lazada,28,Official
Laptop Asus Vivobook 16 M1605YA-MB303W (AMD Ryzen 7-7730U) (Bạc) - Bảo hành 24 tháng,16.049.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-16-m1605ya-mb303w-amd-ryzen-7-7730u-bac-bao-hanh-24-thang-i2585007290.html,29,29,13% Off,Hồ Chí Minh,lazada,29,Official
Máy tính xách tay/ Laptop Acer Aspire 3 A315-59-381E (NX.K6TSV.006) (i3-1215U) (Bạc) - Bảo hành 12 tháng,11.429.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-59-381e-nxk6tsv006-i3-1215u-bac-bao-hanh-12-thang-i2413522293.html,30,30,23% Off,Hồ Chí Minh,lazada,30,Official
LAPTOP ASUS GAMING TUF FX507VV4-LP382W (I9 13900H/16GB RAM/512GB SSD/15.6 FHD 144HZ/RTX 4060 8GB/WIN11/XÁM),35.750.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-tuf-fx507vv4-lp382w-i9-13900h16gb-ram512gb-ssd156-fhd-144hzrtx-4060-8gbwin11xam-i2479347209.html,31,31,13% Off,Hà Nội,lazada,31,Official
Laptop Asus Vivobook Go 15 E1504FA-NJ454W (AMD Ryzen 5-7520U) (Bạc) - Bảo hành 24 tháng,14.289.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-go-15-e1504fa-nj454w-amd-ryzen-5-7520u-bac-bao-hanh-24-thang-i2374020405.html,32,32,1% Off,"11 Đã bán
(2)
Hồ Chí Minh",lazada,32,Official
"Laptop Cũ Dell Inspiron N4110 CPU Core I5-2430M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0"" inch",1.581.000 ₫,https://www.lazada.vn/products/laptop-cu-dell-inspiron-n4110-cpu-core-i5-2430m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-i2552866465.html,33,33,,Hồ Chí Minh,lazada,33,
Laptop Acer Nitro 5 AN515-58-5193 (NH.QLZSV.004) (i5-12450H) (Đen) - Bảo hành 12 tháng,29.689.000 ₫,https://www.lazada.vn/products/laptop-acer-nitro-5-an515-58-5193-nhqlzsv004-i5-12450h-den-bao-hanh-12-thang-i2594092930.html,34,34,,Hồ Chí Minh,lazada,34,Official
"hp 8440P i5 , Ram 4G , ssd 240GB , Nhập Khẩu Nhật giá rẻ siêu bền",1.571.000 ₫,https://www.lazada.vn/products/hp-8440p-i5-ram-4g-ssd-240gb-nhap-khau-nhat-gia-re-sieu-ben-i251084379.html,35,35,,"(1)
Hà Nội",lazada,35,
Laptop Lenovo ThinkBook 15 G2 ITL 20VE00UUVN i3 1115G4| 4GB| 512GB| Iris Xe| DOS,16.790.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-15-g2-itl-20ve00uuvn-i3-1115g4-4gb-512gb-iris-xe-dos-i1773696972.html,36,36,,Hồ Chí Minh,lazada,36,Official
Laptop Asus Vivobook 14 OLED i5-13500H/16GB/512GB/Win11 (A1405VA-KM095W),17.490.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-14-oled-i5-13500h16gb512gbwin11-a1405va-km095w-i2403969201.html,37,37,17% Off,Hồ Chí Minh,lazada,37,Official
DELL 7480 i5 i7 7600U 8G 256G MÀN HINH 14 in CẢM ỨNG FULL HD MỎNG NHẸ THUẬN TIỆN DI CHUYỂN,5.670.000 ₫,https://www.lazada.vn/products/dell-7480-i5-i7-7600u-8g-256g-man-hinh-14-in-cam-ung-full-hd-mong-nhe-thuan-tien-di-chuyen-i1988174728.html,38,38,,"52 Đã bán
(17)
Hưng Yên",lazada,38,
DELL PRECISION 7520 CORE I7 6820HQ RAM 16G SSD 256G+1T 15.6INCH FHD VGA M2200,7.470.000 ₫,https://www.lazada.vn/products/dell-precision-7520-core-i7-6820hq-ram-16g-ssd-256g1t-156inch-fhd-vga-m2200-i2404695155.html,39,39,29% Off,"(1)
Hồ Chí Minh",lazada,39,
Laptop Nữ Laptop Chơi Game Văn Phòng Màu Hồng 15.6 Inch Intel Celeron N5095 16GB 512GB SSD Laptop Cài Windows Và Office Quà Tặng Giáng Sinh Và Năm Mới Cho Bé Gái,6.534.984 ₫,https://www.lazada.vn/products/laptop-nu-laptop-choi-game-van-phong-mau-hong-156-inch-intel-celeron-n5095-16gb-512gb-ssd-laptop-cai-windows-va-office-qua-tang-giang-sinh-va-nam-moi-cho-be-gai-i2506283146.html,40,40,43% Off,Hồ Chí Minh,lazada,40,
Laptop gaming Asus ROG Flow Z13 GZ301ZC-LD110W i7-12700H|16GB|512GB|RTX 3050|13.4'' WUXGA|Win 11,40.065.000 ₫,https://www.lazada.vn/products/laptop-gaming-asus-rog-flow-z13-gz301zc-ld110w-i7-12700h16gb512gbrtx-3050134-wuxgawin-11-i2140929191.html,1,1,24% Off,Hồ Chí Minh,lazada,1,Official
DELL LATITUDE 5591 CORE I7 8850H RAM 16G SSD 256G 15.6INCH FHD VGA,7.020.000 ₫,https://www.lazada.vn/products/dell-latitude-5591-core-i7-8850h-ram-16g-ssd-256g-156inch-fhd-vga-i2473437502.html,2,2,35% Off,"(1)
Hồ Chí Minh",lazada,2,
Laptop HP 8530P,1.000.000 ₫,https://www.lazada.vn/products/laptop-hp-8530p-i2543645928.html,3,3,,Hồ Chí Minh,lazada,3,
HP Elitebook X360 1030 G3 | Core i5-8350U | RAM 8GB | SSD 256GB | Màn 13.3 FHD xoay gập 360 cảm ứng,6.350.000 ₫,https://www.lazada.vn/products/hp-elitebook-x360-1030-g3-core-i5-8350u-ram-8gb-ssd-256gb-man-133-fhd-xoay-gap-360-cam-ung-i2499246149.html,4,4,31% Off,"5 Đã bán
Hồ Chí Minh",lazada,4,
Laptop LENOVO IdeaPad Gaming 3 15ACH6 82K2010GVN R5-5600H| 8GB| 512GB| RTX 3050Ti| Win 11,23.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn-r5-5600h-8gb-512gb-rtx-3050ti-win-11-i1930547621.html,5,5,,Hồ Chí Minh,lazada,5,Official
"Laptop Asus Vivobook Flip TN3402YA-LZ188W R5-7530U/16GB/512GB/14"" Touch/Win11",15.490.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-flip-tn3402ya-lz188w-r5-7530u16gb512gb14-touchwin11-i2393011609.html,6,6,11% Off,Hồ Chí Minh,lazada,6,Official
"Máy tính cũ Macb00k Ari đời 2017 core i7-2.2ghz/ ram 8gb/ ssd 256gb, pin 4-5h, 13inch",6.600.000 ₫,https://www.lazada.vn/products/may-tinh-cu-macb00k-ari-doi-2017-core-i7-22ghz-ram-8gb-ssd-256gb-pin-4-5h-13inch-i2585556353.html,7,7,6% Off,Đồng Nai,lazada,7,
"Laptop HP Intel Pentium 2.1Ghz, Ram 4G, ổ HDD 500G, dùng cho văn phòng, học tập, giải trí, tặng kèm chuột và lót chuột",1.950.000 ₫,https://www.lazada.vn/products/laptop-hp-intel-pentium-21ghz-ram-4g-o-hdd-500g-dung-cho-van-phong-hoc-tap-giai-tri-tang-kem-chuot-va-lot-chuot-i1590000748.html,8,8,25% Off,Hà Nội,lazada,8,
Laptop HP Pavilion Aero 13-be2098AU R7 7735U/16GB/512GB/13.3''WUXGA/Win11,19.690.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-aero-13-be2098au-r7-7735u16gb512gb133wuxgawin11-i2506934181.html,9,9,10% Off,Hồ Chí Minh,lazada,9,Official
"Laptop Dell Vostro 14 V3420 i5 1235U/8GB/512GB/14""FHD/Win11/Office HS21",15.490.000 ₫,https://www.lazada.vn/products/laptop-dell-vostro-14-v3420-i5-1235u8gb512gb14fhdwin11office-hs21-i2641014230.html,10,10,3% Off,Hồ Chí Minh,lazada,10,Official
"Laptop MSI Gaming GF63 12UCX-841VN i5 12450H/8GB/512GB/15.6"" FHD/RTX2050_4GB/Win11",15.990.000 ₫,https://www.lazada.vn/products/laptop-msi-gaming-gf63-12ucx-841vn-i5-12450h8gb512gb156-fhdrtx2050_4gbwin11-i2473641460.html,11,11,11% Off,Hồ Chí Minh,lazada,11,Official
"Lenovo Legion Pro 5i 16"" LCD Gaming Laptop WQXGA 240Hz Intel Core i9-13900HX 16GB RAM 1TB SSD NVIDIA GeForce RTX 4070 8GB Onyx Grey",38.250.900 ₫,https://www.lazada.vn/products/lenovo-legion-pro-5i-16-lcd-gaming-laptop-wqxga-240hz-intel-core-i9-13900hx-16gb-ram-1tb-ssd-nvidia-geforce-rtx-4070-8gb-onyx-grey-i2290783163.html,12,12,,"8 Đã bán
Bình Thuận",lazada,12,
"Apple Macbook Air 2024 15.3"" M3 - Chính Hãng Apple Việt Nam | 256GB/512GB - Di Động Việt",33.180.000 ₫,https://www.lazada.vn/products/apple-macbook-air-2024-153-m3-chinh-hang-apple-viet-nam-256gb512gb-di-dong-viet-i2625805267.html,13,13,5% Off,"8 Đã bán
Hồ Chí Minh",lazada,13,Official
Laptop Asus cảm ứng. Transformer Book T100TA-DK002H,1.704.987 ₫,https://www.lazada.vn/products/laptop-asus-cam-ung-transformer-book-t100ta-dk002h-i2277196435.html,14,14,,Thanh Hóa,lazada,14,
"LAPTOP DELL XPS 13 9370 i7 - 8650U Ram 16GB SSD 512GB 13.3"".",11.300.000 ₫,https://www.lazada.vn/products/laptop-dell-xps-13-9370-i7-8650u-ram-16gb-ssd-512gb-133-i2630483818.html,15,15,,Hồ Chí Minh,lazada,15,
"Microsoft Surface Pro 7 Laptop 2 in 1 màn hình cảm ứng 12.5"" độ phân giải 3k, bàn phím tháo rời",8.500.000 ₫,https://www.lazada.vn/products/microsoft-surface-pro-7-laptop-2-in-1-man-hinh-cam-ung-125-do-phan-giai-3k-ban-phim-thao-roi-i1957086821.html,16,16,,"(1)
Thanh Hóa",lazada,16,
LAPTOP HP PAVILION 15-EG3035TX (8U6L7PA) (I7 1355U/16GB RAM/512GB SSD/15.6 FHD/MX550 2GB/WIN11/VÀNG),24.380.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg3035tx-8u6l7pa-i7-1355u16gb-ram512gb-ssd156-fhdmx550-2gbwin11vang-i2482111964.html,17,17,17% Off,"8 Đã bán
Hà Nội",lazada,17,
Laptop MSI Cyborg 15 A12UCX-281VN (i5-12450H/RAM 8GB/512GB SSD/ Windows 11) - Bảo hành 24 tháng,17.149.000 ₫,https://www.lazada.vn/products/laptop-msi-cyborg-15-a12ucx-281vn-i5-12450hram-8gb512gb-ssd-windows-11-bao-hanh-24-thang-i2608437093.html,18,18,10% Off,Đà Nẵng,lazada,18,
Lenovo ThinkPad E16 Gen 1 (21JN006GVN) | Intel® Raptor Lake Core™ i7 _ 1355U | 16GB | 512GB SSD PCIe Gen 4 | Intel® Iris® Xe Graphics | 16 inch WUXGA IPS 300 Nits | Win 11 | Finger | LED KEY,22.650.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-e16-gen-1-21jn006gvn-intel-raptor-lake-core-i7-_-1355u-16gb-512gb-ssd-pcie-gen-4-intel-iris-xe-graphics-16-inch-wuxga-ips-300-nits-win-11-finger-led-key-i2617613015.html,19,19,,Hồ Chí Minh,lazada,19,Official
Laptop hp 8440P i5 Ram 4G hdd 500GB Nhập Khẩu Nhật giá rẻ giải trí học tập ổn,1.642.000 ₫,https://www.lazada.vn/products/laptop-hp-8440p-i5-ram-4g-hdd-500gb-nhap-khau-nhat-gia-re-giai-tri-hoc-tap-on-i251083374.html,20,20,,"25 Đã bán
(4)
Hà Nội",lazada,20,
DELL PRECISION 5520 CORE I7 6820HQ RAM 16GB SSD 256G 15.6INCH FHD VGA M1200,8.460.000 ₫,https://www.lazada.vn/products/dell-precision-5520-core-i7-6820hq-ram-16gb-ssd-256g-156inch-fhd-vga-m1200-i2329025950.html,21,21,28% Off,Hồ Chí Minh,lazada,21,
Laptop Lenovo ThinkPad X280 Core i7-8650U RAM 16G l SSD 256G l Màn 12 inch [BẢO HÀNH 3 - 12 THÁNG] Like New 99%,7.100.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x280-core-i7-8650u-ram-16g-l-ssd-256g-l-man-12-inch-bao-hanh-3-12-thang-like-new-99-i1503399168.html,22,22,,"(1)
Hồ Chí Minh",lazada,22,
"100 máy Laptop #Thinkpad_X270 đã vừa về tới Tânmobile giá chỉ 2tr999k ( Shop test máy thật kỹ và sẽ trả đơn cho quý khách đã đặt hàng trước ) , đương nhiên quý khách đã đặt trước và chấp nhận chờ đợi sẽ được Shop nâng lên BH thành 5 tháng và sẽ được chọn",2.900.000 ₫,https://www.lazada.vn/products/100-may-laptop-thinkpad_x270-da-vua-ve-toi-tanmobile-gia-chi-2tr999k-shop-test-may-that-ky-va-se-tra-don-cho-quy-khach-da-dat-hang-truoc-duong-nhien-quy-khach-da-dat-truoc-va-chap-nhan-cho-doi-se-duoc-shop-nang-len-bh-thanh-5-thang-va-se-duoc-chon-i2427248007.html,23,23,,Hà Nội,lazada,23,
Laptop Lenovo ThinkPad E16 Gen 1 (21JN006GVN) | Intel® Raptor Lake Core™ i7 _ 1355U | 16GB | 512GB SSD PCIe Gen 4 | Intel® Iris® Xe Graphics | 16 inch WUXGA IPS 300 Nits | Win 11 | Finger | LED KEY| Hàng Chính Hãng,22.999.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-e16-gen-1-21jn006gvn-intel-raptor-lake-core-i7-_-1355u-16gb-512gb-ssd-pcie-gen-4-intel-iris-xe-graphics-16-inch-wuxga-ips-300-nits-win-11-finger-led-key-hang-chinh-hang-i2611269125.html,24,24,13% Off,Hồ Chí Minh,lazada,24,Official
"Laptop Lenovo ThinkBook 16 G6 IRL i5-13500H/16GB/512GB/16.0""WUXGA/Win11",17.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-16-g6-irl-i5-13500h16gb512gb160wuxgawin11-i2647364074.html,25,25,3% Off,Hồ Chí Minh,lazada,25,Official
Laptop LENOVO LEGION 5 15ITH6 82JK0037VN i7-11800H | 8GB | 512GB | RTX 3050 | Win 10,34.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-legion-5-15ith6-82jk0037vn-i7-11800h-8gb-512gb-rtx-3050-win-10-i1776644980.html,26,26,,Hồ Chí Minh,lazada,26,Official
[Trả góp 0%]HP PAVILION 14 INTEL N4020 RAM 4G EMMC 64G+128G 14INCH,5.800.000 ₫,https://www.lazada.vn/products/tra-gop-0hp-pavilion-14-intel-n4020-ram-4g-emmc-64g128g-14inch-i626134322.html,27,27,,"(1)
Hồ Chí Minh",lazada,27,
"Laptop xách tay Dell Xps 13-9360 i7 7560U/ 8GB/ 256GB PCIe/ 13.3"" FHD/ Win 10 Pin90%",6.999.999 ₫,https://www.lazada.vn/products/laptop-xach-tay-dell-xps-13-9360-i7-7560u-8gb-256gb-pcie-133-fhd-win-10-pin90-i2240883619.html,28,28,,"5 Đã bán
(1)
Hà Nội",lazada,28,
"MSI Laptop Gaming Cao cấp Stealth 16 MercedesAMG A13VG-289VN|i9-13900H|RTX 4070|DDR5 32GB|16"" UHD OLED, DisplayHDR 600",80.990.000 ₫,https://www.lazada.vn/products/msi-laptop-gaming-cao-cap-stealth-16-mercedesamg-a13vg-289vni9-13900hrtx-4070ddr5-32gb16-uhd-oled-displayhdr-600-i2407988942.html,29,29,,Hồ Chí Minh,lazada,29,Official
laptop Compad 6520 - thanh lý,900.000 ₫,https://www.lazada.vn/products/laptop-compad-6520-thanh-ly-i2469022738.html,30,30,,Hồ Chí Minh,lazada,30,
Laptop Dell Latitude E7480 màn cảm ứng 14 inch FHD - Core i5 7200U 8G 256G SSD,3.788.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7480-man-cam-ung-14-inch-fhd-core-i5-7200u-8g-256g-ssd-i2518099649.html,31,31,12% Off,"10 Đã bán
(5)
Nghệ An",lazada,31,
