title,price,link_item,image_url,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Laptop Asus TUF Gaming FX506HF-HN017W i5 11400H/16GB/512GB/GeForce RTX 2050 4GB/Win11,17.490.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-fx506hf-hn017w-i5-11400h16gb512gbgeforce-rtx-2050-4gbwin11-i2260898395.html,https://img.lazcdn.com/g/p/7aee03948ee104994ceafea1b08f6952.jpg_400x400q75.jpg_.webp,33,33,13% Off,Hồ Chí Minh,lazada,computerandlaptop,33,1
"Laptop Asus Vivobook X1404ZA-NK387W i3 1215U/8GB/512GB/14"" FHD/Win11",9.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-x1404za-nk387w-i3-1215u8gb512gb14-fhdwin11-i2564956438.html,https://img.lazcdn.com/g/p/15177679577213a2073c138edec5ba2a.jpg_400x400q75.jpg_.webp,34,34,17% Off,Hồ Chí Minh,lazada,computerandlaptop,34,1
Laptop Asus Vivobook 16 M1605YA-MB303W (AMD Ryzen 7-7730U) (Bạc) - Bảo hành 24 tháng,16.049.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-16-m1605ya-mb303w-amd-ryzen-7-7730u-bac-bao-hanh-24-thang-i2585007290.html,https://img.lazcdn.com/g/p/e409454a57c20f5651a081dfa14acc6f.jpg_400x400q75.jpg_.webp,35,35,13% Off,Hồ Chí Minh,lazada,computerandlaptop,35,1
Laptop Lenovo IdeaPad Gaming 3 15ACH6 82K200T1VN R7 5800H| 8GB| 512GB| RTX 3050| Win 11,25.990.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-gaming-3-15ach6-82k200t1vn-r7-5800h-8gb-512gb-rtx-3050-win-11-i1797101250.html,https://img.lazcdn.com/g/p/09b7c1cc18c402e8f589b8efeb32584d.jpg_400x400q75.jpg_.webp,36,36,,"6 Đã bán
(1)
Hồ Chí Minh",lazada,computerandlaptop,36,1
Laptop Asus Vivobook A1505VA-L1114W (i5-13500H) (Đen) - Bảo hành 24 tháng,19.789.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1505va-l1114w-i5-13500h-den-bao-hanh-24-thang-i2627142126.html,https://img.lazcdn.com/g/p/b6fc52027087b52eaa7a75250efaa7ca.jpg_400x400q75.jpg_.webp,37,37,6% Off,Hồ Chí Minh,lazada,computerandlaptop,37,1
Laptop Dell XPS 9350 Đời Mới/Ram 8Gb/SSD 256Gb/Màn 3k Tràn Viền /Mỏng Nhẹ Đẹp Keng 99%,7.200.000 ₫,https://www.lazada.vn/products/laptop-dell-xps-9350-doi-moiram-8gbssd-256gbman-3k-tran-vien-mong-nhe-dep-keng-99-i2224501360.html,https://img.lazcdn.com/g/p/b04bbf7148f6bdd191858c3400fc61b2.jpg_400x400q75.jpg_.webp,38,38,,Hà Nội,lazada,computerandlaptop,38,0
"Laptop Dell Precision 7710 Core i7-6820HQ, Ram 16GB, SSD 256GB, 17.3 Inch FHD, Nvidia Quadro M3000M",8.300.000 ₫,https://www.lazada.vn/products/laptop-dell-precision-7710-core-i7-6820hq-ram-16gb-ssd-256gb-173-inch-fhd-nvidia-quadro-m3000m-i2652368830.html,https://img.lazcdn.com/g/p/ae04da037d2a45c822b74b7472547032.png_400x400q75.png_.webp,39,39,45% Off,Hồ Chí Minh,lazada,computerandlaptop,39,0
DELL PRECISION M4800 CORE I7 4800MQ RAM 16GB SSD 256GB 15.6INCH FULLHD VGA,5.800.000 ₫,https://www.lazada.vn/products/dell-precision-m4800-core-i7-4800mq-ram-16gb-ssd-256gb-156inch-fullhd-vga-i2214933506.html,https://img.lazcdn.com/g/p/1c871d6ac7a7fabeeb36d8777c6f8ff7.jpg_400x400q75.jpg_.webp,40,40,34% Off,"(2)
Hồ Chí Minh",lazada,computerandlaptop,40,0
"Laptop Asus Vivobook 16 X1605ZA-MB193W i3 1215U/8GB/512GB/16"" WUXGA/WIn11",9.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-16-x1605za-mb193w-i3-1215u8gb512gb16-wuxgawin11-i2304490188.html,https://img.lazcdn.com/g/p/aa436657b39b742358de103daac906a2.jpg_400x400q75.jpg_.webp,1,1,19% Off,Hồ Chí Minh,lazada,computerandlaptop,1,1
"Laptop HP Pavilion 15-eg2063TU / Bạc/ Intel Core i3-1215U (Up to 4,40 GHz, 10MB)/ RAM 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6 Inch FHD/ 3 Cell/ Win 11SL/ 1Yr",17.129.200 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg2063tu-bac-intel-core-i3-1215u-up-to-440-ghz-10mb-ram-8gb-256gb-ssd-intel-uhd-graphics-156-inch-fhd-3-cell-win-11sl-1yr-i1934496143.html,https://img.lazcdn.com/g/p/1179071e56c4d36c0f59c6bc5ca4919a.png_400x400q75.png_.webp,2,2,,Hà Nội,lazada,computerandlaptop,2,1
"DELL Latitude 7290 Core i5, i7 8650U Ram 16G SSD 256GB màn 12.5in laptop mỏng nhẹ, tác vụ văn phòng, học tập, làm việc mượt mà.",4.600.000 ₫,https://www.lazada.vn/products/dell-latitude-7290-core-i5-i7-8650u-ram-16g-ssd-256gb-man-125in-laptop-mong-nhe-tac-vu-van-phong-hoc-tap-lam-viec-muot-ma-i2614032602.html,https://img.lazcdn.com/g/p/d4a7ce099cd3390e6e0df12bd8a9760d.jpg_400x400q75.jpg_.webp,3,3,29% Off,Hồ Chí Minh,lazada,computerandlaptop,3,0
Laptop gaming Asus ROG Flow Z13 GZ301ZC-LD110W i7-12700H|16GB|512GB|RTX 3050|13.4'' WUXGA|Win 11,52.990.000 ₫,https://www.lazada.vn/products/laptop-gaming-asus-rog-flow-z13-gz301zc-ld110w-i7-12700h16gb512gbrtx-3050134-wuxgawin-11-i2140929191.html,https://img.lazcdn.com/g/p/177b0351ec690c2519928909e96f8f5e.png_400x400q75.png_.webp,4,4,,Hồ Chí Minh,lazada,computerandlaptop,4,1
Máy tính xách tay/ Laptop Acer Aspire 3 A315-59-381E (NX.K6TSV.006) (i3-1215U) (Bạc) - Bảo hành 12 tháng,10.329.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-59-381e-nxk6tsv006-i3-1215u-bac-bao-hanh-12-thang-i2413522293.html,https://img.lazcdn.com/g/p/8b5b03a2971478693ae2cda3ceb093ab.jpg_400x400q75.jpg_.webp,5,5,30% Off,Hồ Chí Minh,lazada,computerandlaptop,5,1
Laptop Dell Inspiron 7630 2-in-1 | Intel Core i5-1335U | Ram 8GB | SSD 512GB | 16 inch FHD+ | Bảo Hành: 29-03-2025,14.300.000 ₫,https://www.lazada.vn/products/laptop-dell-inspiron-7630-2-in-1-intel-core-i5-1335u-ram-8gb-ssd-512gb-16-inch-fhd-bao-hanh-29-03-2025-i2641810200.html,https://img.lazcdn.com/g/p/f8233f79e00c156e108cd7c2b171506f.jpg_400x400q75.jpg_.webp,6,6,,Hồ Chí Minh,lazada,computerandlaptop,6,0
Laptop Asus Vivobook 14 OLED i5-13500H/16GB/512GB/Win11 (A1405VA-KM095W),19.790.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-14-oled-i5-13500h16gb512gbwin11-a1405va-km095w-i2403969201.html,https://img.lazcdn.com/g/p/84a0a682ca9075611e02926a0427bc3a.jpg_400x400q75.jpg_.webp,7,7,,Hồ Chí Minh,lazada,computerandlaptop,7,1
"Razer Blade 18 Gaming Laptop: NVIDIA GeForce RTX 4090-13th Gen Intel 24-Core i9 HX CPU - 18"" QHD+ 240Hz - 32GB RAM - 2TB SSD - CNC Aluminum - Compact GaN Charger - Windows 11 - Chroma RGB",60.550.670 ₫,https://www.lazada.vn/products/razer-blade-18-gaming-laptop-nvidia-geforce-rtx-4090-13th-gen-intel-24-core-i9-hx-cpu-18-qhd-240hz-32gb-ram-2tb-ssd-cnc-aluminum-compact-gan-charger-windows-11-chroma-rgb-i2305916294.html,https://img.lazcdn.com/g/p/23f51b37aa2e180c1ddd9eaf173919d3.jpg_400x400q75.jpg_.webp,8,8,,"10 Đã bán
Bình Thuận",lazada,computerandlaptop,8,0
Laptop Dell Inspiron 3530 (71011775) | Core i7-1355U | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Office | Đen| Hàng Chính Hãng,20.299.000 ₫,https://www.lazada.vn/products/laptop-dell-inspiron-3530-71011775-core-i7-1355u-8gb-512gb-intel-iris-xe-156-inch-fhd-win-11-office-den-hang-chinh-hang-i2474153969.html,https://img.lazcdn.com/g/p/97c704383ce1e3ab5aac852a31f2c917.jpg_400x400q75.jpg_.webp,9,9,9% Off,Hồ Chí Minh,lazada,computerandlaptop,9,1
"Laptop Lenovo IdeaPad 3 14IAH8 i5 12450H/16GB/512GB/14""FHD/Win11",13.890.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-3-14iah8-i5-12450h16gb512gb14fhdwin11-i2506994122.html,https://img.lazcdn.com/g/p/76106a03aa0564b64b25a6ad0c613cf6.jpg_400x400q75.jpg_.webp,10,10,10% Off,Hồ Chí Minh,lazada,computerandlaptop,10,1
"Thanh lý Laptop Lenovo, Pentum (R), Giá bán 1,1 triệu",1.100.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-lenovo-pentum-r-gia-ban-11-trieu-i2281060212.html,https://img.lazcdn.com/g/ff/kf/S875dec6ffbae47fe81e31006cd6b444cL.jpg_400x400q75.jpg_.webp,11,11,,"7 Đã bán
(1)
Tiền Giang",lazada,computerandlaptop,11,0
Laptop LENOVO LEGION 5 15ITH6 82JK0037VN i7-11800H | 8GB | 512GB | RTX 3050 | Win 10,34.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-legion-5-15ith6-82jk0037vn-i7-11800h-8gb-512gb-rtx-3050-win-10-i1776644980.html,https://img.lazcdn.com/g/p/7d289378532f42b518fbb1811b23972c.jpg_400x400q75.jpg_.webp,12,12,,"5 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,12,1
Laptop Nữ Laptop Chơi Game Văn Phòng Màu Hồng 15.6 Inch Intel Celeron N5095 16GB 512GB SSD Laptop Cài Windows Và Office Quà Tặng Giáng Sinh Và Năm Mới Cho Bé Gái,6.534.984 ₫,https://www.lazada.vn/products/laptop-nu-laptop-choi-game-van-phong-mau-hong-156-inch-intel-celeron-n5095-16gb-512gb-ssd-laptop-cai-windows-va-office-qua-tang-giang-sinh-va-nam-moi-cho-be-gai-i2506283146.html,https://img.lazcdn.com/g/p/adeb5a2535847f328114f7707081ad52.jpg_400x400q75.jpg_.webp,13,13,43% Off,Hồ Chí Minh,lazada,computerandlaptop,13,0
Laptop Asus Vivobook A1405VA-KM095W (i5-13500H) (Bạc) - Bảo hành 24 tháng,19.195.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1405va-km095w-i5-13500h-bac-bao-hanh-24-thang-i2627012662.html,https://img.lazcdn.com/g/p/1477bca7c6f01a8d1c67ab7e8e73f496.jpg_400x400q75.jpg_.webp,14,14,9% Off,Hồ Chí Minh,lazada,computerandlaptop,14,1
"Máy tính Laptop Dell Latitude 7480 Intel Core i5-6300U, Ram 8, SSD 256, 14inch Full HD",4.800.000 ₫,https://www.lazada.vn/products/may-tinh-laptop-dell-latitude-7480-intel-core-i5-6300u-ram-8-ssd-256-14inch-full-hd-i2123762263.html,https://img.lazcdn.com/g/p/320e47d2f67d26545174a4f3c636fb43.png_400x400q75.png_.webp,15,15,,Nam Định,lazada,computerandlaptop,15,0
"Laptop Asus Vivobook Flip TN3402YA-LZ188W R5-7530U/16GB/512GB/14"" Touch/Win11",14.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-flip-tn3402ya-lz188w-r5-7530u16gb512gb14-touchwin11-i2393011609.html,https://img.lazcdn.com/g/p/73b927f44b4400482b258c85aaa92633.jpg_400x400q75.jpg_.webp,16,16,14% Off,Hồ Chí Minh,lazada,computerandlaptop,16,1
Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U) (Xanh) - Bảo hành 12 tháng,12.199.000 ₫,https://www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh-bao-hanh-12-thang-i2311857354.html,https://img.lazcdn.com/g/p/b5af1cff3949fad4318381dbc2f37a96.jpg_400x400q75.jpg_.webp,17,17,6% Off,"351 Đã bán
(108)
Hồ Chí Minh",lazada,computerandlaptop,17,1
Laptop LENOVO IdeaPad Gaming 3 15ACH6 82K2010GVN R5-5600H| 8GB| 512GB| RTX 3050Ti| Win 11,23.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn-r5-5600h-8gb-512gb-rtx-3050ti-win-11-i1930547621.html,https://img.lazcdn.com/g/p/3161c04e0b7845824dbe4c32dac75f4b.jpg_400x400q75.jpg_.webp,18,18,,Hồ Chí Minh,lazada,computerandlaptop,18,1
"Laptop Dell Vostro 14 V3420 i5 1235U/8GB/512GB/14""FHD/Win11/Office HS21",15.490.000 ₫,https://www.lazada.vn/products/laptop-dell-vostro-14-v3420-i5-1235u8gb512gb14fhdwin11office-hs21-i2641014230.html,https://img.lazcdn.com/g/p/f411cec5de4388e7ce044775c2690fe6.jpg_400x400q75.jpg_.webp,19,19,3% Off,Hồ Chí Minh,lazada,computerandlaptop,19,1
Laptop Dell Latitude E6440 Core i5-4300M/ Ram 8Gb/ SSD 256Gb/ 14 inch - USA Hợp kim Magie,3.285.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e6440-core-i5-4300m-ram-8gb-ssd-256gb-14-inch-usa-hop-kim-magie-i1632119944.html,https://img.lazcdn.com/g/p/e44a1dc64edb40e292e2b216ffee366f.png_400x400q75.png_.webp,20,20,,Thái Bình,lazada,computerandlaptop,20,0
HP Probook 440 G3 i5 6200U,5.600 ₫,https://www.lazada.vn/products/hp-probook-440-g3-i5-6200u-i2485706480.html,https://img.lazcdn.com/g/ot/common/c6a0c1e91fca4e859b25049284fde08d.jpeg_400x400q75.jpg_.webp,21,21,,Hồ Chí Minh,lazada,computerandlaptop,21,0
Laptop hp 8440P i5 Ram 4G hdd 500GB Nhập Khẩu Nhật giá rẻ giải trí học tập ổn,1.642.000 ₫,https://www.lazada.vn/products/laptop-hp-8440p-i5-ram-4g-hdd-500gb-nhap-khau-nhat-gia-re-giai-tri-hoc-tap-on-i251083374.html,https://img.lazcdn.com/g/p/ccd94a6b5336d2f2ac12d16e09bdc1da.jpg_400x400q75.jpg_.webp,22,22,,"25 Đã bán
(4)
Hà Nội",lazada,computerandlaptop,22,0
DELL LATITUDE 7390 CORE I7 8650U RAM 16G SSD 512G 13.3INCH FHD IPS GIÁ RẺ TẶNG KÈM BỘ PHỤ KIỆN,7.300.000 ₫,https://www.lazada.vn/products/dell-latitude-7390-core-i7-8650u-ram-16g-ssd-512g-133inch-fhd-ips-gia-re-tang-kem-bo-phu-kien-i2541227079.html,https://img.lazcdn.com/g/p/afbecae9bb78083d553d873102180c44.jpg_400x400q75.jpg_.webp,23,23,26% Off,Hồ Chí Minh,lazada,computerandlaptop,23,0
LAPTOP ASUS VIVOBOOK S3405VA-KM071W (I9 13900H/16GB RAM/512GB SSD/14 2.8K OLED/WIN11/ĐEN),25.080.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobookva-km071w-i9-13900h16gb-ram512gb-ssd14-28k-oledwin11den-i2470845263.html,https://img.lazcdn.com/g/p/78b97e4e9105b37fc8b9e574b6c2ff99.png_400x400q75.png_.webp,24,24,13% Off,Hà Nội,lazada,computerandlaptop,24,1
HP Elitebook X360 1030 G3 | Core i5-8350U | RAM 8GB | SSD 256GB | Màn 13.3 FHD xoay gập 360 cảm ứng,6.350.000 ₫,https://www.lazada.vn/products/hp-elitebook-x360-1030-g3-core-i5-8350u-ram-8gb-ssd-256gb-man-133-fhd-xoay-gap-360-cam-ung-i2499246149.html,https://img.lazcdn.com/g/p/2d46a2244574469f007bd0d308d1e599.jpg_400x400q75.jpg_.webp,25,25,31% Off,"5 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,25,0
[Voucher 200K] Laptop Lenovo V14 G2 ITL (82KA00WGVN) | Intel Core i5 - 1135G7 | 8GB | 256GB SSD | Iris Xe | 14 inch Full HD | FreeDos| Hàng Chính Hãng,11.090.000 ₫,https://www.lazada.vn/products/voucher-200k-laptop-lenovo-v14-g2-itl-82ka00wgvn-intel-core-i5-1135g7-8gb-256gb-ssd-iris-xe-14-inch-full-hd-freedos-hang-chinh-hang-i1880650938.html,https://img.lazcdn.com/g/p/0ad02f2fdb259a45002bbd45b2e6cca5.jpg_400x400q75.jpg_.webp,26,26,35% Off,"6 Đã bán
(2)
Hồ Chí Minh",lazada,computerandlaptop,26,1
"Máy tính laptop online dùng mượt you tube, face book, za lo, web, word, excel ko lagg laz, shopi, tit toc",2.000.000 ₫,https://www.lazada.vn/products/may-tinh-laptop-online-dung-muot-you-tube-face-book-za-lo-web-word-excel-ko-lagg-laz-shopi-tit-toc-i2634375696.html,https://img.lazcdn.com/g/p/30a6f0f9e84d0c741608a23859618b3d.jpg_400x400q75.jpg_.webp,27,27,,Hồ Chí Minh,lazada,computerandlaptop,27,0
"Laptop Lenovo ThinkBook 16 G6 IRL i5-13500H/16GB/512GB/16.0""WUXGA/Win11",18.190.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkbook-16-g6-irl-i5-13500h16gb512gb160wuxgawin11-i2647364074.html,https://img.lazcdn.com/g/p/4e9e5c5fdbf2d2d98b4b26d1c1aecced.jpg_400x400q75.jpg_.webp,28,28,13% Off,Hồ Chí Minh,lazada,computerandlaptop,28,1
"Laptop MSI Gaming GF63 12UCX-841VN i5 12450H/8GB/512GB/15.6"" FHD/RTX2050_4GB/Win11",15.990.000 ₫,https://www.lazada.vn/products/laptop-msi-gaming-gf63-12ucx-841vn-i5-12450h8gb512gb156-fhdrtx2050_4gbwin11-i2473641460.html,https://img.lazcdn.com/g/p/25eb4e52edbdfdb1d0199a44aa2e651b.jpg_400x400q75.jpg_.webp,29,29,11% Off,Hồ Chí Minh,lazada,computerandlaptop,29,1
Laptop Asus cảm ứng. Transformer Book T100TA-DK002H,1.704.987 ₫,https://www.lazada.vn/products/laptop-asus-cam-ung-transformer-book-t100ta-dk002h-i2277196435.html,https://img.lazcdn.com/g/ff/kf/S8ead5043008f4dccbffbaf4be150cf9e0.jpg_400x400q75.jpg_.webp,30,30,,Thanh Hóa,lazada,computerandlaptop,30,0
hp 8440P i5 Ram 6G hdd 1000GB Nhập Khẩu Nhật giá rẻ siêu bền 12 tháng bảo hành,1.571.000 ₫,https://www.lazada.vn/products/hp-8440p-i5-ram-6g-hdd-1000gb-nhap-khau-nhat-gia-re-sieu-ben-12-thang-bao-hanh-i251076602.html,https://img.lazcdn.com/g/p/ccd94a6b5336d2f2ac12d16e09bdc1da.jpg_400x400q75.jpg_.webp,31,31,,Hà Nội,lazada,computerandlaptop,31,0
Laptop HP Envy x360 13-bf0113TU (7C0V8PA) (i5-1230U) (Xanh) - Bảo hành 12 tháng,26.389.000 ₫,https://www.lazada.vn/products/laptop-hp-envy-x360-13-bf0113tu-7c0v8pa-i5-1230u-xanh-bao-hanh-12-thang-i2606943794.html,https://img.lazcdn.com/g/p/0abaeb365ddcce4b2c44937239e287ad.jpg_400x400q75.jpg_.webp,32,32,8% Off,Hồ Chí Minh,lazada,computerandlaptop,32,1
LAPTOP ASUS GAMING N550LF INTEL CORE I7 4500U RAM 8G SSD 256G 15.6INCH VGA ĐÈN PHÍM,4.500.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-n550lf-intel-core-i7-4500u-ram-8g-ssd-256g-156inch-vga-den-phim-i2655475817.html,https://img.lazcdn.com/g/p/901835c3d11b3d36504b056a6243770f.jpg_400x400q75.jpg_.webp,33,33,49% Off,Hồ Chí Minh,lazada,computerandlaptop,33,0
Laptop Acer Aspire Lite - AL15-51M-75E2 (i7-1165G7) (Đen) - Bảo hành 12 tháng,16.489.000 ₫,https://www.lazada.vn/products/laptop-acer-aspire-lite-al15-51m-75e2-i7-1165g7-den-bao-hanh-12-thang-i2584757897.html,https://img.lazcdn.com/g/p/c58c515c383e60d1b3e06c5d3152935e.jpg_400x400q75.jpg_.webp,34,34,,Hồ Chí Minh,lazada,computerandlaptop,34,1
Máy tính xách tay HP Pavilion 15-eg2082TU 7C0Q5PA (Core i5 1240P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),21.990.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-hp-pavilion-15-eg2082tu-7c0q5pa-core-i5-1240p-8gb-512gb-ssd-intelirisxegraphics-156inch-full-hd-windows-11-home-gold-hop-kim-nhom-i2219038802.html,https://img.lazcdn.com/g/p/efd8f7d76514a66a7c44d1bfec6ffd9f.jpg_400x400q75.jpg_.webp,35,35,,Hà Nội,lazada,computerandlaptop,35,1
Laptop MSI Cyborg 15 A12UCX-281VN (i5-12450H/RAM 8GB/512GB SSD/ Windows 11) - Bảo hành 24 tháng,17.149.000 ₫,https://www.lazada.vn/products/laptop-msi-cyborg-15-a12ucx-281vn-i5-12450hram-8gb512gb-ssd-windows-11-bao-hanh-24-thang-i2608437093.html,https://img.lazcdn.com/g/p/6b714deb8463532c7650ed8364fba757.jpg_400x400q75.jpg_.webp,36,36,10% Off,Hồ Chí Minh,lazada,computerandlaptop,36,0
"Laptop Asus Vivobook E1404FA-NK186W R5-7520U/16GB/512GB/14"" FHD/Win11",12.490.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-e1404fa-nk186w-r5-7520u16gb512gb14-fhdwin11-i2260911386.html,https://img.lazcdn.com/g/p/c29d97d586ef43bf8d95349f1527fbc1.jpg_400x400q75.jpg_.webp,37,37,17% Off,Hồ Chí Minh,lazada,computerandlaptop,37,1
"Laptop Dell 2022 inspiron 1420 ram 4Gb ổ cứng 120Gb Windows 8 bảo hành 7 tháng làm việc văn phòng, học tập ok",1.990.000 ₫,https://www.lazada.vn/products/laptop-dell-2022-inspiron-1420-ram-4gb-o-cung-120gb-windows-8-bao-hanh-7-thang-lam-viec-van-phong-hoc-tap-ok-i2070763255.html,https://img.lazcdn.com/g/p/9c235532b6e1c09abf30240956430449.jpg_400x400q75.jpg_.webp,38,38,50% Off,"25 Đã bán
(8)
Hồ Chí Minh",lazada,computerandlaptop,38,0
[Trả góp 0%]HP PAVILION 14 INTEL N4020 RAM 4G EMMC 64G+128G 14INCH,5.800.000 ₫,https://www.lazada.vn/products/tra-gop-0hp-pavilion-14-intel-n4020-ram-4g-emmc-64g128g-14inch-i626134322.html,https://img.lazcdn.com/g/p/a030f6914ad2f927d194fcfc5dcd9f65.jpg_400x400q75.jpg_.webp,39,39,,"(1)
Hồ Chí Minh",lazada,computerandlaptop,39,0
Laptop Dell Inspiron 15 3530 (N3530-i5U085W11BLU) | Intel® Raptor Lake Core™ i5 _ 1335U | 8GB | 512GB SSD PCIe | Intel® Iris® Xe Graphics | 15.6 inch Full HD 120Hz | Win 11 _ Office 2021| Hàng Chính Hãng,17.700.000 ₫,https://www.lazada.vn/products/laptop-dell-inspiron-15-3530-n3530-i5u085w11blu-intel-raptor-lake-core-i5-_-1335u-8gb-512gb-ssd-pcie-intel-iris-xe-graphics-156-inch-full-hd-120hz-win-11-_-office-2021-hang-chinh-hang-i2478602009.html,https://img.lazcdn.com/g/p/97c704383ce1e3ab5aac852a31f2c917.jpg_400x400q75.jpg_.webp,40,40,6% Off,Hồ Chí Minh,lazada,computerandlaptop,40,1
LAPTOP ASUS GAMING TUF FX507ZC4-HN074W (I5 12500H/8GB RAM/512GB SSD/15.6 FHD 144HZ/RTX 3050 4GB/WIN11/XÁM),20.900.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-tuf-fx507zc4-hn074w-i5-12500h8gb-ram512gb-ssd156-fhd-144hzrtx-3050-4gbwin11xam-i2479234796.html,https://img.lazcdn.com/g/p/3cd00df528f9f6076c092ea6d8ea0b54.jpg_400x400q75.jpg_.webp,1,1,13% Off,Hà Nội,lazada,computerandlaptop,1,1
"Laptop HP 4730S i7 , SSD120G , Ram 8G Hàng Nhập Khẩu Japan Giá sinh viên full box Tặng kèm box 250G (Giá rẻ nếu mua số lượng)",2.455.000 ₫,https://www.lazada.vn/products/laptop-hp-4730s-i7-ssd120g-ram-8g-hang-nhap-khau-japan-gia-sinh-vien-full-box-tang-kem-box-250g-gia-re-neu-mua-so-luong-i251073973.html,https://img.lazcdn.com/g/p/d20b4bc8bacabea19133fec8b0f6e23e.jpg_400x400q75.jpg_.webp,2,2,,"14 Đã bán
(2)
Hà Nội",lazada,computerandlaptop,2,0
"Laptop HP EliteBook 830 G5, Core i5 8350U, Ram 8GB, SSD 256GB, màn hình 13.3inch Full HD, laptop lướt văn phòng giá rẻ, tặng kèm bộ quà tặng cao cấp",6.900.000 ₫,https://www.lazada.vn/products/laptop-hp-elitebook-830-g5-core-i5-8350u-ram-8gb-ssd-256gb-man-hinh-133inch-full-hd-laptop-luot-van-phong-gia-re-tang-kem-bo-qua-tang-cao-cap-i2621935449.html,https://img.lazcdn.com/g/p/5e913b92e7a94784d5bc4e348f47f86a.jpg_400x400q75.jpg_.webp,3,3,22% Off,Hà Nội,lazada,computerandlaptop,3,0
Dell Latitude DELL 7390 2-in-1 Core i5-8365U | Core i7-8665U CẢM ỨNG XOAY GẬP 360 ĐỘ SANG TRỌNG BỀN BỈ,6.569.000 ₫,https://www.lazada.vn/products/dell-latitude-dell-7390-2-in-1-core-i5-8365u-core-i7-8665u-cam-ung-xoay-gap-360-do-sang-trong-ben-bi-i2058705922.html,https://img.lazcdn.com/g/p/76290458d0b51e2e918fc9c30e5180ac.jpg_400x400q75.jpg_.webp,4,4,,"77 Đã bán
(11)
Hưng Yên",lazada,computerandlaptop,4,0
LAPTOP ASUS GAMING ROG STRIX G614JI-N4084W (I7 13650HX/16GB RAM/1TB SSD/16 QHD 240HZ/RTX 4070 8GB/WIN11/BALO/XÁM),40.700.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-rog-strix-g614ji-n4084w-i7-13650hx16gb-ram1tb-ssd16-qhd-240hzrtx-4070-8gbwin11baloxam-i2470688727.html,https://img.lazcdn.com/g/p/c8a98f5228345d488d97f0c7752473a8.png_400x400q75.png_.webp,5,5,13% Off,Hà Nội,lazada,computerandlaptop,5,1
Máy tính xách tay/ Laptop Acer Aspire 3 A315-58-529V (i5-1135G7) (Bạc) -,13.189.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-58-529v-i5-1135g7-bac-i2413451403.html,https://img.lazcdn.com/g/p/2efe045e834d26eafcd1430bce1c7c24.jpg_400x400q75.jpg_.webp,6,6,18% Off,Hồ Chí Minh,lazada,computerandlaptop,6,1
"Microsoft Surface Pro 7 Laptop 2 in 1 màn hình cảm ứng 12.5"" độ phân giải 3k, bàn phím tháo rời",8.500.000 ₫,https://www.lazada.vn/products/microsoft-surface-pro-7-laptop-2-in-1-man-hinh-cam-ung-125-do-phan-giai-3k-ban-phim-thao-roi-i1957086821.html,https://img.lazcdn.com/g/p/8fad01e88090b3b7330e9af653bda803.jpg_400x400q75.jpg_.webp,7,7,,"(1)
Thanh Hóa",lazada,computerandlaptop,7,0
